,Item_Weight,Item_Visibility,Item_MRP,Price_Per_Unit,Outlet_Vintage,Item_Identifier_FD,Item_Identifier_NC,Item_Fat_Content_Non Edible,Item_Fat_Content_Regular,Item_Type_Perishables,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Outlet_Crowd_Low_Crowd
0,-0.4091754494730314,-0.9214254270214207,1.1631415464640613,1.2001611554710743,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.8282703037817729,-0.8123297655202257,-1.031872023978078,-0.32431856036851164,-0.5882352941176471,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0
2,0.6075635461872287,-0.8961785239941473,-0.015191053528097171,-0.3321449984510254,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.818350898946063,-0.7032789963603189,0.425652274301547,-0.16286784852983188,0.058823529411764705,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0
4,-0.4550526968381896,-1.031433933459249,-0.9709662241932884,-0.6229972057700698,0.7058823529411765,-1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5,-0.2734035957842529,0.435197073134121,-0.997765124617174,-0.8040482809445962,-0.5882352941176471,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0
6,0.13019218846869193,-1.0494966088797886,-0.9296079601643265,-0.9393210449278754,0.7058823529411765,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7,0.7935523868567885,0.8006114587248525,-0.383921531042114,-0.6803389867604928,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0
8,0.4463732176069435,-0.8987295645804523,-0.5014332826529234,-0.6301276935256587,-0.17647058823529413,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,0.818350898946063,0.4722798459628624,0.48801967387374057,-0.12878142076074883,-0.47058823529411764,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,-0.09919404835709843,-2.65164497512768,-1.0615941239767712,-1.0137275491664233,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.7315561066336019,-0.20339529555804217,0.011952008991779246,-0.37149774646071126,0.11764705882352941,0.0,0.0,0.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.309981401115933,0.5324554499446675,0.02685553469284624,-0.14561043266826199,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.6199628022318662,-0.17161496816780927,-0.25414192547801495,-0.507775226442508,0.11764705882352941,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.4649721016738997,0.14855195573166716,0.5819149353280213,0.10666004500719743,0.7058823529411765,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15,-0.4463732176069435,0.16308519795551865,-0.9437382102699712,-0.5873975735778838,0.11764705882352941,0.0,0.0,0.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16,-0.09919404835709843,-1.2464598539072955,-0.3012899543876311,-0.12957441913471496,-0.5882352941176471,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0
17,-0.4463732176069435,0.16454316212235565,-0.9655206214086249,-0.6216481089529942,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,-0.5381277123372596,-0.42422556722849464,-0.32378900685274653,0.2669821318695287,0.8235294117647058,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0
19,0.09299442033477989,0.5585447985554084,0.953224450320855,0.5635988550614157,-0.29411764705882354,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20,0.7749535027898327,0.8947985136315053,1.1747210762253695,0.22996783636228985,0.7058823529411765,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21,-0.5313081215127091,-0.39930132271939256,0.01668097044998102,0.5724866715406973,0.8235294117647058,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0
22,0.2479851208927464,-0.6273782110967895,0.582631576654483,0.24379053772605633,-0.29411764705882354,-1.0,1.0,1.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
23,0.3595784252944823,-0.0031452862653500164,-0.3846664895030561,-0.4865805905271273,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0
24,0.1549907005579665,-0.6221834537375321,0.2396958304108597,0.09677289220782745,0.11764705882352941,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.049597024178549325,0.5311135297579624,-1.0576101209795115,-1.0847791382028218,-0.47058823529411764,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26,-0.6143831370117792,0.13017004560994122,-1.0967618267601278,-0.7028424475781823,-0.29411764705882354,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
27,-0.11779293242405445,-0.809855133992991,-1.1315570503130132,-1.1241660715611692,0.7058823529411765,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,-0.827650340979541,1.083677111310404,-1.061938286072762,-0.38591229858488485,0.058823529411764705,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0
29,0.23558586484810912,0.20500252203232897,-1.082230780289532,-1.207314494005164,0.8235294117647058,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0
30,0.8245505269683818,1.1509496446597045,-0.9499004543810963,-1.2353504685375702,0.058823529411764705,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0
31,0.7439553626782394,0.31425806827993086,-0.5071947303990972,-0.7618734861484485,-0.5882352941176471,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0
32,0.7563546187228765,0.41491788780624395,1.2378334342585047,0.267959086309444,-0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0
33,0.6509609423434595,0.9639070633081489,-0.543135708777876,-0.7561879124260547,-0.17647058823529413,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34,0.6075635461872287,0.5099099875747388,0.3470047006443236,-0.10514720924779457,0.11764705882352941,-1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,-0.3223806571605703,0.4143398370488556,0.04026914347202907,0.3514087110246797,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.9423434593924362,0.026505282063786367,-0.16276906723359014,-0.5756265122643138,0.8235294117647058,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0
37,-0.4649721016738995,0.6659140789496693,-0.22298654282639857,0.2788188536281538,-0.5882352941176471,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0
38,-0.7706137631742094,0.7608081973909402,-1.1547444269701101,-0.660765893495968,0.8235294117647058,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0
39,0.328580285182889,-0.6070289653160439,-0.6032965501017239,-0.6683737032089614,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0
40,0.09299442033477989,0.5587471633684251,0.9543135708777876,0.5641788826262357,0.11764705882352941,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
41,-0.3471791692498448,-0.5983800041342846,-0.18526811969870557,0.18788838741947533,0.7058823529411765,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42,0.1239925604463732,0.711184596300758,0.5434798708738668,0.30896023320243926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1.0849349039057656,0.16327354302399305,1.273345299137852,0.12234878641995484,-0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0
